Records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,Capacitity Moist,Temp,Moist,EC (u/10 gram),Ph,Nitro (mg/10 g),Posh Nitro (mg/10 g),Pota Nitro (mg/10 g)
29_25ml-10,713.24,141.61,343.69,92.87,167.82,150.87,23.71,27.41,125.98,39.17,81.78,7.87,15.37,15.3,34.15,114.89,13.83,6.2,2345,38.5,18.9,2,7.96,0.15,0.21,0.53
29_25ml-2,714.01,141.61,344.59,94.56,167.82,154.38,24.17,28.23,130.61,39.17,88.77,8.23,15.37,15.3,34.15,118.2,13.83,6.2,2354,38.5,18.9,2,6.98,0.15,0.21,0.53
29_25ml-3,714.01,141.61,344.59,92.02,167.82,151.57,23.71,27.41,127.14,39.17,82.78,7.87,15.37,15.3,34.15,115.99,13.83,6.2,2350,38.5,18.9,2,6.98,0.15,0.21,0.53
29_25ml-4,713.24,141.61,344.59,93.71,167.82,152.97,24.17,27.82,128.29,39.17,87.77,8.23,15.37,15.3,34.15,118.2,13.83,6.2,2319,38.5,18.9,2,6.98,0.15,0.21,0.53
29_25ml-5,714.01,141.61,344.59,92.87,167.82,151.57,23.71,27.41,127.14,39.17,82.78,7.87,15.37,15.3,34.15,114.89,13.83,6.2,2355,38.5,18.9,2,6.98,0.15,0.21,0.53
29_25ml-6,713.24,141.61,343.69,92.02,167.82,150.87,23.71,27.41,125.98,39.17,81.78,7.87,15.37,15.3,34.15,114.89,13.83,6.2,2350,38.5,18.8,2,7.2,0.15,0.21,0.53
29_25ml-7,713.24,141.61,343.69,101.31,167.82,167.01,25.99,30.27,139.85,39.17,88.77,8.59,16.99,16.91,34.15,125.94,13.83,7.08,2328,38.5,18.8,2,7.2,0.15,0.21,0.53
29_25ml-8,713.24,141.61,343.69,94.56,167.82,155.08,24.17,28.23,128.29,39.17,87.77,8.23,15.37,15.3,34.15,115.99,13.83,6.2,2352,38.5,18.8,2,7.2,0.15,0.21,0.53
29_25ml-9,712.47,141.61,343.69,95.4,167.82,152.97,24.17,28.23,128.29,39.17,87.77,8.23,15.37,15.3,34.15,117.1,13.83,6.2,2354,38.5,18.8,2,7.2,0.15,0.21,0.53
29_50ml-1,697.08,143.53,356.38,84.43,160.33,138.24,20.97,24.95,99.4,36.54,69.82,6.8,12.94,12.88,27.32,78.43,12.1,6.2,2315,38.5,32.1,2.5,7.61,0.18,0.24,0.62
29_50ml-10,689.38,138.74,346.41,87.8,155.83,148.06,22.8,26.59,106.33,36.16,68.82,7.15,13.75,13.69,27.32,82.85,12.1,6.2,2308,38.6,32.1,2.53,7.1,0.18,0.25,0.62
29_50ml-2,694,144.48,359.1,91.18,160.33,151.57,22.8,27,107.49,36.16,69.82,7.51,13.75,13.69,27.32,88.38,12.1,6.2,2323,38.6,32.2,2.51,7.61,0.18,0.24,0.62
29_50ml-3,690.92,142.57,357.29,86.96,159.58,146.66,21.89,25.77,105.18,36.16,63.83,7.15,12.94,13.69,27.32,81.75,12.1,6.2,2310,38.5,32.2,2.51,7.61,0.18,0.24,0.62
29_50ml-4,690.92,142.57,357.29,89.49,158.83,150.17,22.34,26.59,107.49,36.16,69.82,7.15,13.75,13.69,27.32,82.85,12.1,6.2,2304,38.6,32.2,2.51,7.22,0.18,0.24,0.62
29_50ml-5,690.92,141.61,354.57,83.58,158.08,138.94,20.97,24.54,99.4,36.54,68.82,6.8,12.94,12.88,27.32,78.43,12.1,6.2,2311,38.6,32.2,2.52,7.22,0.18,0.24,0.62
29_50ml-6,689.38,141.61,353.66,86.96,158.08,145.25,21.89,25.77,104.02,36.54,63.83,7.15,12.94,13.69,27.32,80.64,12.1,6.2,2304,38.6,32.2,2.52,7.22,0.18,0.24,0.62
29_50ml-7,690.15,141.61,353.66,89.49,158.08,150.87,22.8,26.59,108.64,36.16,68.82,7.15,13.75,13.69,27.32,83.96,12.1,6.2,2298,38.6,32.1,2.52,7.22,0.18,0.24,0.62
29_50ml-8,690.15,139.7,349.13,87.8,156.58,147.36,22.34,26.59,106.33,36.54,69.82,7.15,13.75,13.69,27.32,81.75,12.1,6.2,2304,38.6,32.1,2.53,7.1,0.18,0.24,0.62
29_50ml-9,688.61,139.7,347.31,87.8,155.83,147.36,22.34,26.18,105.18,36.16,68.82,7.15,13.75,13.69,27.32,82.85,12.1,6.2,2300,38.6,32.1,2.53,7.1,0.18,0.25,0.62
4_0ml-1,749.4,157.88,396.28,99.62,190.3,176.13,28.27,33.54,152.57,48.21,106.72,8.94,18.61,18.52,40.13,144.72,14.98,7.08,2645,35.5,0,0,7.17,0,0,0
4_0ml-10,747.09,156.92,396.28,98.78,189.55,175.43,28.27,33.54,151.41,48.21,106.72,8.94,18.61,18.52,40.13,144.72,14.98,7.08,2701,35.5,0,0,7.03,0,0,0
4_0ml-2,748.63,157.88,396.28,102.16,189.55,181.74,29.18,34.77,157.19,48.21,112.7,9.3,19.42,18.52,39.27,148.03,14.98,7.08,2632,35.5,0,0,7.17,0,0,0
4_0ml-3,747.86,156.92,396.28,99.62,189.55,176.83,28.27,33.54,152.57,48.21,106.72,8.94,18.61,18.52,39.27,144.72,14.98,7.08,2639,35.5,0,0,7.17,0,0,0
4_0ml-4,747.09,156.92,396.28,102.16,189.55,182.45,29.18,34.77,157.19,48.21,112.7,9.3,19.42,19.32,39.27,149.14,14.98,7.08,2602,35.5,0,0,7.07,0,0,0
4_0ml-5,747.09,156.92,396.28,100.47,189.55,179.64,29.18,34.77,154.88,48.21,113.7,9.3,19.42,18.52,39.27,146.93,14.98,7.08,2642,35.5,0,0,7.07,0,0,0
4_0ml-6,747.09,156.92,396.28,100.47,189.55,179.64,29.18,34.36,154.88,48.21,112.7,9.3,19.42,18.52,40.13,146.93,14.98,7.08,2646,35.5,0,0,7.07,0,0,0
4_0ml-7,747.09,156.92,396.28,99.62,189.55,176.13,28.27,33.95,152.57,48.21,106.72,8.94,19.42,18.52,40.13,145.82,14.98,7.08,2643,35.5,0,0,7.07,0,0,0
4_0ml-8,747.86,157.88,396.28,91.18,189.55,161.39,25.99,31.09,139.85,48.21,106.72,8.23,17.8,16.91,39.27,134.77,14.98,6.2,2645,35.5,0,0,7.03,0,0,0
4_0ml-9,747.09,156.92,396.28,98.78,189.55,176.13,28.27,33.54,152.57,48.21,106.72,8.94,19.42,18.52,40.13,144.72,14.98,7.08,2645,35.5,0,0,7.03,0,0,0
4_25ml-1,683.23,132.04,330.09,89.49,155.83,157.18,21.89,25.77,108.64,36.54,67.82,7.15,14.56,14.49,27.32,80.64,11.52,6.2,2347,35.6,0,1,6.95,0.1,0.14,0.36
4_25ml-10,680.92,133,330.09,89.49,155.83,157.18,22.34,26.18,109.8,36.54,67.82,7.15,14.56,15.3,27.32,80.64,12.1,6.2,2343,35.7,0,1,7.87,0.1,0.14,0.36
4_25ml-2,682.46,132.04,330.09,89.49,155.83,157.18,21.89,25.77,109.8,36.54,66.82,7.15,14.56,14.49,27.32,80.64,11.52,6.2,2343,35.6,0,1,6.95,0.1,0.14,0.36
4_25ml-3,681.69,132.04,330.09,86.96,155.83,152.97,21.43,25.36,106.33,36.54,61.84,7.15,13.75,14.49,27.32,78.43,12.1,6.2,2388,35.6,0,1,7.61,0.1,0.14,0.36
4_25ml-4,681.69,133,330.09,81.05,155.83,140.34,20.06,23.32,98.24,36.54,62.83,6.8,12.94,13.69,27.32,72.91,12.1,5.31,2347,35.7,0,1,7.61,0.1,0.14,0.36
4_25ml-5,681.69,132.04,330.09,86.96,155.83,152.97,21.43,25.36,106.33,36.91,61.84,7.15,13.75,14.49,27.32,78.43,12.1,6.2,2338,35.7,0,1,7.61,0.1,0.14,0.36
4_25ml-6,681.69,133,329.18,89.49,155.83,157.18,22.34,26.18,109.8,36.54,66.82,7.51,14.56,15.3,27.32,79.54,12.1,6.2,2348,35.7,0,1,7.61,0.1,0.14,0.36
4_25ml-7,680.92,133,330.09,82.74,155.83,143.85,20.52,24.14,100.55,36.54,66.82,6.8,13.75,13.69,27.32,75.12,12.1,6.2,2383,35.7,0,1,7.87,0.1,0.14,0.36
4_25ml-8,680.92,132.04,330.09,88.65,155.83,155.08,21.89,25.77,108.64,36.54,65.83,7.15,14.56,15.3,27.32,79.54,12.1,6.2,2331,35.7,0,1,7.87,0.1,0.14,0.36
4_25ml-9,680.92,132.04,330.09,95.4,155.83,168.41,23.71,27.82,117.89,36.54,66.82,7.87,15.37,16.1,27.32,85.06,12.1,7.08,2346,35.7,0,1,7.87,0.1,0.14,0.36
4_50ml-1,685.54,132.04,328.27,88.65,155.08,155.78,22.8,27,106.33,36.91,67.82,7.15,13.75,14.49,26.47,77.33,11.52,6.2,2312,35.8,21.4,2,7.1,0.15,0.21,0.53
4_50ml-10,678.61,131.09,328.27,87.8,154.33,154.38,22.34,26.18,105.18,36.16,66.82,7.15,13.75,14.49,26.47,76.22,11.52,6.2,2254,35.9,21.2,2,6.96,0.15,0.21,0.53
4_50ml-2,684,132.04,328.27,84.43,155.08,143.85,20.97,24.95,98.24,36.54,67.82,6.8,12.94,13.69,26.47,71.81,11.52,6.2,2333,35.9,21.1,2,7.1,0.15,0.21,0.53
4_50ml-3,683.23,131.09,328.27,82.74,155.08,141.75,20.97,24.54,97.09,36.54,62.83,6.8,12.94,13.69,26.47,75.12,11.52,6.2,2326,35.9,21.2,2,7.01,0.15,0.21,0.53
4_50ml-4,681.69,131.09,329.18,88.65,155.08,155.08,22.8,26.59,106.33,36.54,67.82,7.15,14.56,15.3,26.47,77.33,11.52,6.2,2394,35.9,21.2,2,7.01,0.15,0.21,0.53
4_50ml-5,680.92,131.09,328.27,86.96,155.08,151.57,21.89,25.77,102.87,36.54,62.83,7.15,13.75,14.49,26.47,75.12,11.52,6.2,2327,35.9,21.2,2,7.01,0.15,0.21,0.53
4_50ml-6,680.15,132.04,328.27,88.65,155.08,156.48,22.8,26.59,105.18,36.54,67.82,7.15,14.56,14.49,26.47,77.33,11.52,6.2,2337,35.9,21.2,2,7.01,0.15,0.21,0.53
4_50ml-7,679.38,131.09,328.27,86.96,154.33,152.27,21.89,25.77,104.02,36.54,62.83,7.15,13.75,14.49,26.47,76.22,11.52,6.2,2322,35.9,21.2,2,6.96,0.15,0.21,0.53
4_50ml-8,679.38,131.09,328.27,86.11,154.33,152.27,21.89,25.77,104.02,36.54,62.83,7.15,13.75,14.49,26.47,75.12,11.52,6.2,2328,35.9,21.3,2,6.96,0.15,0.21,0.53
4_50ml-9,678.61,131.09,328.27,89.49,154.33,158.59,22.8,26.59,107.49,36.54,67.82,7.15,14.56,15.3,26.47,77.33,11.52,6.2,2330,35.9,21.2,2,6.96,0.15,0.21,0.53
45_0ml-1,764.02,163.62,413.51,101.31,200.04,188.76,31.01,37.23,169.9,50.85,122.68,9.3,25.89,25.76,46.96,154.66,15.55,7.08,2519,37.9,0,0,6.98,0,0,0
45_0ml-10,766.32,164.58,416.23,94.56,200.79,175.43,28.73,34.77,158.34,51.23,125.67,8.59,22.65,22.54,46.1,148.03,15.55,6.2,2520,37.9,0,0,8.07,0,0,0
45_0ml-2,767.09,165.53,416.23,98.78,200.79,185.25,30.09,36.41,167.59,51.23,118.69,8.94,25.08,24.96,46.96,154.66,15.55,7.08,2524,37.9,0,0,6.98,0,0,0
45_0ml-3,767.09,164.58,416.23,99.62,200.79,184.55,30.09,36.41,166.43,51.23,118.69,8.94,24.27,24.15,46.1,154.66,15.55,7.08,2526,37.9,0,0,6.98,0,0,0
45_0ml-4,767.09,164.58,416.23,103.84,200.79,190.16,31.46,37.63,172.21,51.23,125.67,9.3,25.08,24.96,46.1,166.81,15.55,7.08,2554,37.9,0,0,7.76,0,0,0
45_0ml-5,766.32,165.53,416.23,109.75,200.79,206.3,33.74,40.5,186.08,51.23,125.67,9.66,26.7,26.57,46.1,167.92,15.55,7.08,2541,37.9,0,0,7.76,0,0,0
45_0ml-6,766.32,164.58,416.23,108.91,200.04,203.5,33.29,39.68,183.77,51.23,125.67,9.66,25.89,25.76,46.1,166.81,15.55,7.08,2538,37.9,0,0,7.76,0,0,0
45_0ml-7,766.32,164.58,415.33,99.62,200.79,185.25,30.09,36.41,166.43,51.23,118.69,8.94,24.27,24.15,46.1,153.55,15.55,7.08,2520,37.9,0,0,7.76,0,0,0
45_0ml-8,766.32,164.58,416.23,99.62,200.79,184.55,30.09,36.41,166.43,51.23,118.69,8.94,24.27,24.15,46.1,153.55,15.55,7.08,2541,37.9,0,0,8.07,0,0,0
45_0ml-9,766.32,164.58,416.23,99.62,200.79,184.55,30.09,36.41,166.43,51.23,118.69,8.94,24.27,24.15,46.1,153.55,15.55,7.08,2497,37.9,0,0,8.07,0,0,0
45_25ml-1,727.85,148.31,368.17,93.71,179.81,155.08,22.34,27.82,113.27,43.69,76.8,7.51,16.18,15.3,28.17,85.06,14.98,6.2,2312,37.8,9.6,1.12,7.37,0.11,0.15,0.38
45_25ml-10,727.85,148.31,368.17,97.09,179.06,161.39,23.25,28.63,117.89,42.94,70.81,7.87,16.18,15.3,28.17,87.27,14.98,7.08,2349,37.8,10.2,1.96,7.23,0.15,0.21,0.53
45_25ml-2,728.62,148.31,368.17,97.09,179.81,161.39,23.25,28.63,116.74,43.32,70.81,7.87,16.18,15.3,28.17,87.27,14.98,6.2,2318,37.8,9.6,1,7.37,0.1,0.14,0.36
45_25ml-3,728.62,148.31,369.08,98.78,179.81,163.5,23.71,29.45,119.05,43.32,76.8,7.87,16.99,16.1,28.17,88.38,14.98,7.08,2319,37.8,10.2,1.91,7.37,0.15,0.2,0.52
45_25ml-4,728.62,148.31,369.08,97.09,179.06,161.39,23.25,28.63,116.74,42.94,70.81,7.87,16.18,15.3,28.17,87.27,14.98,7.08,2319,37.8,10.4,1.94,7.37,0.15,0.2,0.52
45_25ml-5,728.62,148.31,368.17,99.62,179.06,164.2,23.71,29.04,119.05,42.94,76.8,7.87,16.18,16.1,28.17,89.48,14.98,7.08,2266,37.8,10.4,1.95,7.28,0.15,0.2,0.52
45_25ml-6,728.62,148.31,368.17,97.09,179.81,160.69,23.25,28.63,116.74,42.94,70.81,7.87,16.18,15.3,28.17,87.27,14.98,6.2,2310,37.8,10.4,1.95,7.28,0.15,0.2,0.52
45_25ml-7,728.62,148.31,368.17,97.09,179.81,161.39,23.25,28.63,116.74,42.94,70.81,7.87,16.18,15.3,28.17,87.27,14.98,7.08,2308,37.8,10.4,1.95,7.28,0.15,0.21,0.52
45_25ml-8,728.62,148.31,368.17,100.47,179.06,167.01,24.17,29.86,121.36,42.94,76.8,7.87,16.99,16.1,28.17,90.59,14.98,7.08,2304,37.8,10.3,1.95,7.28,0.15,0.21,0.52
45_25ml-9,727.85,148.31,368.17,97.09,179.81,160.69,23.25,28.63,116.74,42.94,70.81,7.87,16.18,15.3,28.17,87.27,14.98,7.08,2304,37.8,10.2,1.96,7.23,0.15,0.21,0.52
45_50ml-1,713.24,145.44,360.92,82.74,165.57,145.25,22.8,25.36,102.87,35.78,75.8,7.15,13.75,13.69,28.17,79.54,12.1,5.31,2361,37.8,26.1,3.13,7.81,0.21,0.29,0.72
45_50ml-10,708.62,144.48,359.1,90.34,164.82,156.48,24.62,27.41,110.96,35.78,75.8,7.51,14.56,14.49,28.17,85.06,12.1,6.2,2358,37.9,25.8,3.22,7.73,0.21,0.29,0.74
45_50ml-2,711.7,145.44,360.92,87.8,164.82,154.38,24.17,27,109.8,35.78,69.82,7.51,14.56,14.49,28.17,82.85,12.1,6.2,2346,37.9,26.1,3.21,7.81,0.21,0.29,0.74
45_50ml-3,711.7,145.44,360.92,89.49,164.82,158.59,24.62,27.41,112.11,35.78,75.8,7.51,14.56,14.49,28.17,85.06,12.1,6.2,2359,37.9,26,3.21,7.81,0.21,0.29,0.74
45_50ml-4,710.93,145.44,360.92,87.8,164.82,154.38,24.17,26.59,109.8,35.78,69.82,7.51,14.56,14.49,28.17,82.85,12.1,6.2,2400,37.8,25.7,3.2,7.71,0.21,0.29,0.73
45_50ml-5,711.7,145.44,360.92,89.49,164.82,158.59,24.62,27.41,113.27,35.78,74.8,7.51,14.56,14.49,28.17,85.06,12.1,6.2,2337,37.9,25.7,3.21,7.71,0.21,0.29,0.74
45_50ml-6,710.93,145.44,360.01,87.8,164.82,154.38,24.17,27,109.8,35.78,69.82,7.51,14.56,14.49,28.17,82.85,12.1,6.2,2401,37.8,25.8,3.21,7.71,0.21,0.29,0.74
45_50ml-7,710.16,144.48,359.1,87.8,164.82,154.38,24.17,27,109.8,35.78,69.82,7.51,14.56,14.49,28.17,82.85,12.1,6.2,2394,37.9,25.8,3.22,7.71,0.21,0.29,0.74
45_50ml-8,710.93,144.48,359.1,89.49,164.82,158.59,24.62,27.41,112.11,35.78,75.8,7.51,14.56,14.49,28.17,85.06,12.1,6.2,2343,37.8,25.7,3.22,7.73,0.21,0.29,0.74
45_50ml-9,709.39,144.48,359.1,87.8,164.82,154.38,24.17,26.59,109.8,35.78,69.82,7.51,14.56,14.49,28.17,82.85,12.1,6.2,2353,37.8,25.8,3.23,7.73,0.21,0.29,0.74
49_0ml-1,721.7,147.35,366.36,94.56,176.81,162.1,28.73,33.54,141.01,47.46,92.76,8.94,16.99,16.1,35,115.99,14.4,6.2,2646,36.3,0,0,7.68,0,0,0
49_0ml-10,720.16,147.35,366.36,96.25,176.81,164.2,28.73,33.95,143.32,47.08,92.76,8.94,16.99,16.1,35,115.99,14.4,7.08,2648,36.3,0,0,7.31,0,0,0
49_0ml-2,721.7,147.35,366.36,89.49,176.81,152.27,26.9,31.91,132.92,47.46,92.76,8.23,16.18,15.3,35,108.26,14.4,6.2,2687,36.3,0,0,7.24,0,0,0
49_0ml-3,720.93,147.35,366.36,86.96,176.81,146.66,25.99,30.68,128.29,47.46,86.77,8.23,15.37,14.49,35,106.05,14.4,6.2,2647,36.3,0,0,7.24,0,0,0
49_0ml-4,720.93,147.35,366.36,93.71,176.81,159.29,28.27,33.13,138.7,47.46,86.77,8.59,16.99,15.3,35,112.68,14.98,6.2,2643,36.3,0,0,7.24,0,0,0
49_0ml-5,720.93,147.35,366.36,93.71,176.81,159.99,28.27,33.13,138.7,47.46,92.76,8.59,16.99,16.1,35,112.68,14.98,6.2,2601,36.3,0,0,7.24,0,0,0
49_0ml-6,720.93,147.35,365.45,95.4,176.81,163.5,28.73,33.95,142.16,47.08,92.76,8.94,16.99,16.1,35,114.89,14.98,7.08,2646,36.3,0,0,7.29,0,0,0
49_0ml-7,720.93,147.35,366.36,89.49,176.81,151.57,26.9,31.91,131.76,47.46,92.76,8.23,16.18,15.3,35,108.26,14.98,6.2,2619,36.3,0,0,7.29,0,0,0
49_0ml-8,720.93,147.35,366.36,93.71,176.81,159.29,28.27,33.13,138.7,47.46,86.77,8.59,16.99,16.1,34.15,112.68,14.4,6.2,2664,36.3,0,0,7.29,0,0,0
49_0ml-9,720.16,147.35,366.36,97.09,176.81,162.1,28.73,33.95,141.01,47.08,91.76,8.94,16.99,16.1,35,114.89,14.4,7.08,2645,36.3,0,0,7.29,0,0,0
49_25ml-1,681.69,133,330.09,84.43,153.59,144.55,21.89,24.95,98.24,36.16,60.84,6.8,12.94,12.88,25.61,74.02,12.1,6.2,2455,36.3,16.5,2,7.09,0.15,0.21,0.53
49_25ml-10,680.15,133,330.09,85.27,152.84,144.55,21.89,25.36,99.4,36.16,60.84,7.15,12.94,12.88,25.61,74.02,12.1,6.2,2451,36.3,16.1,2,8.07,0.15,0.21,0.53
49_25ml-2,681.69,133,330.09,86.96,153.59,148.76,22.34,25.77,101.71,36.16,65.83,7.15,13.75,13.69,25.61,76.22,12.1,6.2,2480,36.3,16.4,2,7.09,0.15,0.21,0.53
49_25ml-3,681.69,133,330.09,79.36,153.59,135.43,20.52,23.73,92.46,36.16,60.84,6.44,12.13,12.08,25.61,69.6,12.1,5.31,2459,36.3,16.4,2,7.09,0.15,0.21,0.53
49_25ml-4,680.92,133,330.09,87.8,153.59,148.06,22.34,26.18,101.71,36.16,65.83,7.15,13.75,13.69,25.61,80.64,12.1,6.2,2454,36.3,16.3,2,7.6,0.15,0.21,0.53
49_25ml-5,680.92,133,330.09,86.11,153.59,146.66,22.34,25.77,100.55,36.16,65.83,7.15,13.75,13.69,25.61,76.22,12.1,6.2,2442,36.3,16.3,2,7.6,0.15,0.21,0.53
49_25ml-6,680.15,133,330.09,86.96,153.59,148.76,22.8,26.18,101.71,36.16,65.83,7.15,13.75,13.69,25.61,76.22,12.1,6.2,2459,36.3,16.3,2,7.6,0.15,0.21,0.53
49_25ml-7,680.92,133,330.09,85.27,153.59,145.25,21.89,25.36,99.4,36.16,60.84,7.15,12.94,13.69,25.61,74.02,12.1,6.2,2456,36.3,16.2,2,7.6,0.15,0.21,0.53
49_25ml-8,681.69,133,330.09,87.8,153.59,149.46,22.8,26.18,102.87,36.16,65.83,7.15,13.75,13.69,25.61,76.22,12.1,6.2,2454,36.3,16.2,2,8.07,0.15,0.21,0.53
49_25ml-9,680.92,133,329.18,88.65,152.84,149.46,22.8,26.18,102.87,36.16,65.83,7.51,13.75,13.69,25.61,80.64,12.1,6.2,2422,36.3,16.2,2,8.07,0.15,0.21,0.53
49_50ml-1,716.31,139.7,338.25,97.09,160.33,161.39,24.17,27.82,113.27,35.03,62.83,7.87,14.56,14.49,25.61,77.33,12.1,6.2,2317,36.3,27.8,2.03,7.44,0.15,0.21,0.54
49_50ml-10,706.31,137.79,335.53,90.34,158.83,149.46,22.8,25.77,105.18,35.03,62.83,7.51,13.75,13.69,25.61,71.81,12.1,6.2,2327,36.3,25.5,2.04,8.02,0.15,0.21,0.54
49_50ml-2,713.24,138.74,337.34,92.02,160.33,150.87,22.8,26.18,106.33,35.03,62.83,7.51,13.75,13.69,25.61,77.33,12.1,6.2,2335,36.4,25.5,2.02,7.01,0.15,0.21,0.53
49_50ml-3,712.47,138.74,337.34,87.8,159.58,145.96,21.89,24.95,102.87,35.03,57.85,7.15,12.94,12.88,25.61,70.7,12.1,6.2,2327,36.3,25.5,2.02,7.01,0.15,0.21,0.53
49_50ml-4,710.93,138.74,336.43,84.43,159.58,138.94,20.97,24.14,97.09,35.03,62.83,6.8,12.94,12.08,25.61,68.49,12.1,6.2,2336,36.4,25.6,2.02,7.01,0.15,0.21,0.54
49_50ml-5,709.39,138.74,336.43,97.09,159.58,161.39,24.17,27.82,113.27,35.03,62.83,7.87,14.56,14.49,25.61,77.33,12.1,6.2,2322,36.3,25.6,2.03,7.01,0.15,0.21,0.54
49_50ml-6,708.62,138.74,335.53,90.34,158.83,149.46,22.8,25.77,105.18,35.03,62.83,7.51,13.75,13.69,25.61,72.91,12.1,6.2,2323,36.4,25.6,2.03,7.06,0.15,0.21,0.54
49_50ml-7,707.85,137.79,335.53,87.8,158.83,144.55,21.89,24.95,101.71,35.03,57.85,7.15,12.94,12.88,24.76,70.7,12.1,6.2,2329,36.4,25.5,2.03,7.06,0.15,0.21,0.54
49_50ml-8,707.08,137.79,335.53,89.49,158.83,148.06,22.34,25.77,104.02,35.03,62.83,7.51,13.75,12.88,25.61,71.81,12.1,6.2,2313,36.4,25.5,2.03,7.06,0.15,0.21,0.54
49_50ml-9,706.31,137.79,335.53,96.25,158.83,159.99,24.17,27.41,112.11,35.03,63.83,7.87,14.56,14.49,24.76,76.22,12.1,6.2,2349,36.4,25.5,2.04,7.06,0.15,0.21,0.54
52_0ml-1,704,143.53,360.01,91.18,171.57,153.67,28.27,36,122.51,56.12,75.8,8.59,14.56,14.49,30.73,92.8,14.98,6.2,2646,38.3,0,0,7.85,0,0,0
52_0ml-10,703.23,143.53,360.01,94.56,170.82,160.69,29.18,37.23,127.14,55.75,80.79,8.94,15.37,15.3,30.73,96.11,14.98,7.08,2646,38.3,0,0,7.83,0,0,0
52_0ml-2,704,143.53,360.01,93.71,170.82,159.99,29.18,37.23,127.14,56.12,79.79,8.94,15.37,15.3,30.73,95,14.98,7.08,2647,38.3,0,0,7.85,0,0,0
52_0ml-3,704,143.53,359.1,92.02,170.82,156.48,28.73,36.41,124.83,56.12,75.8,8.59,15.37,14.49,30.73,93.9,14.98,6.2,2658,38.3,0,0,7.85,0,0,0
52_0ml-4,703.23,143.53,359.1,95.4,170.82,159.99,29.18,37.23,127.14,55.75,80.79,8.94,15.37,15.3,30.73,100.53,14.98,7.08,2647,38.3,0,0,7.9,0,0,0
52_0ml-5,703.23,143.53,359.1,92.02,170.82,156.48,28.73,36.41,124.83,55.75,75.8,8.59,15.37,14.49,30.73,93.9,14.98,7.08,2647,38.3,0,0,7.9,0,0,0
52_0ml-6,703.23,143.53,360.01,93.71,170.82,159.29,29.18,37.23,125.98,55.75,81.78,8.94,15.37,15.3,30.73,96.11,14.98,7.08,2643,38.3,0,0,7.9,0,0,0
52_0ml-7,703.23,143.53,360.01,92.87,170.82,156.48,28.73,36.41,124.83,55.75,75.8,8.59,15.37,14.49,30.73,93.9,14.98,6.2,2651,38.3,0,0,7.9,0,0,0
52_0ml-8,703.23,143.53,359.1,92.02,170.82,156.48,28.73,36.41,124.83,55.75,75.8,8.59,15.37,14.49,30.73,93.9,14.98,6.2,2636,38.3,0,0,7.83,0,0,0
52_0ml-9,703.23,143.53,360.01,92.02,170.82,156.48,28.27,36.41,123.67,55.75,74.8,8.59,15.37,14.49,30.73,93.9,14.98,6.2,2646,38.3,0,0,7.83,0,0,0
52_25ml-1,680.92,131.09,321.92,86.11,151.34,141.04,21.89,25.77,89,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2496,38.3,20.7,2,7.08,0.15,0.21,0.53
52_25ml-10,681.69,132.04,321.92,90.34,152.09,144.55,22.34,27,91.31,37.29,60.84,6.8,12.94,12.88,23.05,66.28,12.1,6.2,2487,38.4,18.5,2,7.16,0.15,0.21,0.53
52_25ml-2,680.92,131.09,321.92,86.96,152.09,141.75,21.89,26.18,90.15,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2494,38.4,19.3,2,7.08,0.15,0.21,0.53
52_25ml-3,680.92,131.09,321.92,90.34,152.09,145.96,22.34,27,92.46,37.29,60.84,7.15,12.94,12.88,23.05,67.39,12.1,6.2,2495,38.4,19.3,2,7.08,0.15,0.21,0.53
52_25ml-4,680.92,131.09,321.92,81.89,152.09,133.33,20.52,24.54,84.37,37.29,60.84,6.44,11.33,12.08,23.05,59.65,12.1,6.2,2494,38.4,18.8,2,6.89,0.15,0.21,0.53
52_25ml-5,681.69,132.04,321.92,86.96,152.09,141.04,21.89,25.77,89,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2497,38.4,18.3,2,6.89,0.15,0.21,0.53
52_25ml-6,681.69,132.04,321.92,86.96,152.09,141.75,21.89,25.77,90.15,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2512,38.4,18.3,2,6.89,0.15,0.21,0.53
52_25ml-7,681.69,132.04,321.92,88.65,152.09,144.55,22.34,27,91.31,37.29,60.84,6.8,12.13,12.88,23.05,62.97,12.1,6.2,2493,38.4,18.1,2,7.16,0.15,0.21,0.53
52_25ml-8,681.69,132.04,321.92,86.96,152.09,141.75,21.89,26.18,90.15,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2496,38.4,18.5,2,7.16,0.15,0.21,0.53
52_25ml-9,681.69,132.04,321.92,86.96,152.09,141.75,21.89,26.18,90.15,37.29,55.85,6.8,12.13,12.88,23.05,61.86,12.1,6.2,2498,38.4,18.5,2,7.16,0.15,0.21,0.53
52_50ml-1,674.77,131.09,322.83,84.43,146.84,142.45,21.43,24.54,95.93,33.15,58.84,7.15,12.13,12.88,23.9,60.76,11.52,6.2,2371,38.4,32.2,2.51,7.68,0.18,0.24,0.62
